5.0,0.75936127,2.2780838,5.0,0.05
10.0,0.75936127,2.2780838,5.0,0.05
15.0,0.75936127,2.2780838,5.0,0.05
20.0,0.75936127,2.2780838,5.0,0.05
5.0,0.05386399,0.16159198,5.0,0.05
10.0,0.05386399,0.16159198,5.0,0.05
15.0,0.05386399,0.16159198,5.0,0.05
20.0,0.05386399,0.16159198,5.0,0.05
5.0,0.4127283,1.2381849,5.0,0.05
10.0,0.4127283,1.2381849,5.0,0.05
15.0,0.4127283,1.2381849,5.0,0.05
20.0,0.4127283,1.2381849,5.0,0.05
5.0,0.6485591,1.9456774,5.0,0.05
10.0,0.6485591,1.9456774,5.0,0.05
15.0,0.6485591,1.9456774,5.0,0.05
20.0,0.6485591,1.9456774,5.0,0.05
5.0,0.61557645,1.8467294,5.0,0.05
10.0,0.61557645,1.8467294,5.0,0.05
15.0,0.61557645,1.8467294,5.0,0.05
20.0,0.61557645,1.8467294,5.0,0.05
5.0,0.3211834,0.9635502,5.0,0.05
10.0,0.3211834,0.9635502,5.0,0.05
15.0,0.3211834,0.9635502,5.0,0.05
20.0,0.3211834,0.9635502,5.0,0.05
5.0,0.21233533,0.637006,5.0,0.05
10.0,0.21233533,0.637006,5.0,0.05
15.0,0.21233533,0.637006,5.0,0.05
20.0,0.21233533,0.637006,5.0,0.05
5.0,0.9763929,2.929179,5.0,0.05
10.0,0.9763929,2.929179,5.0,0.05
15.0,0.9763929,2.929179,5.0,0.05
20.0,0.9763929,2.929179,5.0,0.05
5.0,0.8757125,2.6271377,5.0,0.05
10.0,0.8757125,2.6271377,5.0,0.05
15.0,0.8757125,2.6271377,5.0,0.05
20.0,0.8757125,2.6271377,5.0,0.05
5.0,0.1855741,0.5567223,5.0,0.05
10.0,0.1855741,0.5567223,5.0,0.05
15.0,0.1855741,0.5567223,5.0,0.05
20.0,0.1855741,0.5567223,5.0,0.05
5.0,0.29643637,0.8893091,5.0,0.05
10.0,0.29643637,0.8893091,5.0,0.05
15.0,0.29643637,0.8893091,5.0,0.05
20.0,0.29643637,0.8893091,5.0,0.05
5.0,0.51678807,1.5503643,5.0,0.05
10.0,0.51678807,1.5503643,5.0,0.05
15.0,0.51678807,1.5503643,5.0,0.05
20.0,0.51678807,1.5503643,5.0,0.05
5.0,0.7494757,2.2484272,5.0,0.05
10.0,0.7494757,2.2484272,5.0,0.05
15.0,0.7494757,2.2484272,5.0,0.05
20.0,0.7494757,2.2484272,5.0,0.05
5.0,0.43925261,1.3177578,5.0,0.05
10.0,0.43925261,1.3177578,5.0,0.05
15.0,0.43925261,1.3177578,5.0,0.05
20.0,0.43925261,1.3177578,5.0,0.05
5.0,0.078374155,0.23512247,5.0,0.05
10.0,0.078374155,0.23512247,5.0,0.05
15.0,0.078374155,0.23512247,5.0,0.05
20.0,0.078374155,0.23512247,5.0,0.05
5.0,0.85838586,2.5751576,5.0,0.05
10.0,0.85838586,2.5751576,5.0,0.05
15.0,0.85838586,2.5751576,5.0,0.05
20.0,0.85838586,2.5751576,5.0,0.05
5.0,0.86180973,2.5854292,5.0,0.05
10.0,0.86180973,2.5854292,5.0,0.05
15.0,0.86180973,2.5854292,5.0,0.05
20.0,0.86180973,2.5854292,5.0,0.05
5.0,0.07496505,0.22489515,5.0,0.05
10.0,0.07496505,0.22489515,5.0,0.05
15.0,0.07496505,0.22489515,5.0,0.05
20.0,0.07496505,0.22489515,5.0,0.05
5.0,0.46610075,1.3983023,5.0,0.05
10.0,0.46610075,1.3983023,5.0,0.05
15.0,0.46610075,1.3983023,5.0,0.05
20.0,0.46610075,1.3983023,5.0,0.05
5.0,0.72261196,2.167836,5.0,0.05
10.0,0.72261196,2.167836,5.0,0.05
15.0,0.72261196,2.167836,5.0,0.05
20.0,0.72261196,2.167836,5.0,0.05
5.0,0.5133746,1.5401239,5.0,0.05
10.0,0.5133746,1.5401239,5.0,0.05
15.0,0.5133746,1.5401239,5.0,0.05
20.0,0.5133746,1.5401239,5.0,0.05
5.0,0.29986548,0.8995965,5.0,0.05
10.0,0.29986548,0.8995965,5.0,0.05
15.0,0.29986548,0.8995965,5.0,0.05
20.0,0.29986548,0.8995965,5.0,0.05
5.0,0.15871361,0.47614083,5.0,0.05
10.0,0.15871361,0.47614083,5.0,0.05
15.0,0.15871361,0.47614083,5.0,0.05
20.0,0.15871361,0.47614083,5.0,0.05
5.0,0.90255815,2.7076745,5.0,0.05
10.0,0.90255815,2.7076745,5.0,0.05
15.0,0.90255815,2.7076745,5.0,0.05
20.0,0.90255815,2.7076745,5.0,0.05
5.0,0.9954281,2.9862843,5.0,0.05
10.0,0.9954281,2.9862843,5.0,0.05
15.0,0.9954281,2.9862843,5.0,0.05
20.0,0.9954281,2.9862843,5.0,0.05
5.0,0.19328545,0.57985634,5.0,0.05
10.0,0.19328545,0.57985634,5.0,0.05
15.0,0.19328545,0.57985634,5.0,0.05
20.0,0.19328545,0.57985634,5.0,0.05
5.0,0.3324232,0.9972697,5.0,0.05
10.0,0.3324232,0.9972697,5.0,0.05
15.0,0.3324232,0.9972697,5.0,0.05
20.0,0.3324232,0.9972697,5.0,0.05
5.0,0.6043524,1.8130573,5.0,0.05
10.0,0.6043524,1.8130573,5.0,0.05
15.0,0.6043524,1.8130573,5.0,0.05
20.0,0.6043524,1.8130573,5.0,0.05
5.0,0.6295058,1.8885175,5.0,0.05
10.0,0.6295058,1.8885175,5.0,0.05
15.0,0.6295058,1.8885175,5.0,0.05
20.0,0.6295058,1.8885175,5.0,0.05
5.0,0.43176576,1.2952973,5.0,0.05
10.0,0.43176576,1.2952973,5.0,0.05
15.0,0.43176576,1.2952973,5.0,0.05
20.0,0.43176576,1.2952973,5.0,0.05
5.0,0.042644214,0.12793265,5.0,0.05
10.0,0.042644214,0.12793265,5.0,0.05
15.0,0.042644214,0.12793265,5.0,0.05
20.0,0.042644214,0.12793265,5.0,0.05
5.0,0.7705957,2.3117874,5.0,0.05
10.0,0.7705957,2.3117874,5.0,0.05
15.0,0.7705957,2.3117874,5.0,0.05
20.0,0.7705957,2.3117874,5.0,0.05
5.0,0.78297466,2.348924,5.0,0.05
10.0,0.78297466,2.348924,5.0,0.05
15.0,0.78297466,2.348924,5.0,0.05
20.0,0.78297466,2.348924,5.0,0.05
5.0,0.030738726,0.09221618,5.0,0.05
10.0,0.030738726,0.09221618,5.0,0.05
15.0,0.030738726,0.09221618,5.0,0.05
20.0,0.030738726,0.09221618,5.0,0.05
5.0,0.38960207,1.1688062,5.0,0.05
10.0,0.38960207,1.1688062,5.0,0.05
15.0,0.38960207,1.1688062,5.0,0.05
20.0,0.38960207,1.1688062,5.0,0.05
5.0,0.67217344,2.0165203,5.0,0.05
10.0,0.67217344,2.0165203,5.0,0.05
15.0,0.67217344,2.0165203,5.0,0.05
20.0,0.67217344,2.0165203,5.0,0.05
5.0,0.5918285,1.7754856,5.0,0.05
10.0,0.5918285,1.7754856,5.0,0.05
15.0,0.5918285,1.7754856,5.0,0.05
20.0,0.5918285,1.7754856,5.0,0.05
5.0,0.344443,1.033329,5.0,0.05
10.0,0.344443,1.033329,5.0,0.05
15.0,0.344443,1.033329,5.0,0.05
20.0,0.344443,1.033329,5.0,0.05
5.0,0.23559396,0.7067819,5.0,0.05
10.0,0.23559396,0.7067819,5.0,0.05
15.0,0.23559396,0.7067819,5.0,0.05
20.0,0.23559396,0.7067819,5.0,0.05
5.0,0.95264596,2.857938,5.0,0.05
10.0,0.95264596,2.857938,5.0,0.05
15.0,0.95264596,2.857938,5.0,0.05
20.0,0.95264596,2.857938,5.0,0.05
5.0,0.91495955,2.7448788,5.0,0.05
10.0,0.91495955,2.7448788,5.0,0.05
15.0,0.91495955,2.7448788,5.0,0.05
20.0,0.91495955,2.7448788,5.0,0.05
5.0,0.14681536,0.4404461,5.0,0.05
10.0,0.14681536,0.4404461,5.0,0.05
15.0,0.14681536,0.4404461,5.0,0.05
20.0,0.14681536,0.4404461,5.0,0.05
5.0,0.2576786,0.77303576,5.0,0.05
10.0,0.2576786,0.77303576,5.0,0.05
15.0,0.2576786,0.77303576,5.0,0.05
20.0,0.2576786,0.77303576,5.0,0.05
5.0,0.55603415,1.6681025,5.0,0.05
10.0,0.55603415,1.6681025,5.0,0.05
15.0,0.55603415,1.6681025,5.0,0.05
20.0,0.55603415,1.6681025,5.0,0.05
5.0,0.7101115,2.1303346,5.0,0.05
